material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-016,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T17,Battery vent duct + fire exhaust path,3 cars,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-017,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T18,"HV cable, bonding strap, and EMC filter set",3 cars,MAKE,12000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-018,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T19,Station-charge connector actuator + contact monitor,3,BID,3000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-019,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T20,"Coolant pump, hose, manifold, and bleed kit",3 cars,SOURCE,2500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-020,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T21,Commodity full-roof solar panel set,3 cars,SOURCE,6000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-021,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T22,"Roof solar mounts, MPPT combiner, isolation, and roof harness",3 cars,SOURCE,6000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-022,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T23,Multi-input PV/station battery charge inverter,3,SOURCE,12000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-023,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E1,T-ECU/S board (2× RP2350 + CM5),2,BID,1200,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-024,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E2,T-ECU/A board (CM5),2,BID,1500,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-025,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E3,ADIS16505 IMU (or BMI088),2,SOURCE,200,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-026,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E4,u-blox NEO-F10N GNSS,2,SOURCE,100,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-027,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E5,PN5180 NFC balise reader,1,SOURCE,20,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-028,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E6,ATECC608B SE chip (on T-ECU/S + T-ECU/A carriers),6,SOURCE,20,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-029,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E7,Cat.22 5G M.2 module,1,SOURCE,200,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-030,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E8,LoRa SX1276 breakout,1,SOURCE,20,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-031,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E9,NVMe SSD 256 GB (event recorder),1,SOURCE,40,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-032,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E16,2oo2 relay stage (per safety output),4,SOURCE,200,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-033,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E17,"Cable harness (pre-terminated, per car)",3,MAKE,9000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-034,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E18,T-OBS complete nose module,2,BID,8000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-035,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E20,Door-sill camera / obstruction sensor harness,12 doors,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-036,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E21,Roof antenna kit,set,SOURCE,300,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-037,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E22,"DIN cabinets, power distribution, and terminal blocks",3 cars,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-034:rs-30-traction-battery-control:MAT-038,samawah:SAM-RS-L2-034:rs-30-traction-battery-control,samawah,SAM-RS-L2-034,line-2 trainset 034,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E23,Crashworthy event-recorder memory module,1,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-001,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B6,"Composite side sandwich panels, fire-rated",150 m²,BID,9000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-002,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B7,Composite roof fairings + skirts,95 m²,BID,4000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-003,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B8,Multi-part fiberglass A/B-end sensor cowl cast kits,2,BID,4000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-004,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B9,Complete inter-car articulation/gangway module,2,BID,30000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-005,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B10,COTS laminated safety-glass window cassette,18,SOURCE,6000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-006,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B11,COTS electric plug/sliding door cassette,12,BID,90000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-007,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B12,"Stepped floor board + hatch system, EN 45545",135 m²,SOURCE,6000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-008,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B13,"Vinyl/rubber floor covering, EN 45545 R5",135 m²,SOURCE,1500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-009,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B14,"COTS longitudinal seat modules, EN 45545 R7",60 seats,SOURCE,6000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-010,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B15,COTS grab rail + stanchion kit,set,SOURCE,2500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-011,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B16,COTS interior LED lighting kit,3 cars,SOURCE,1500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-012,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B17,COTS exterior marker + head/taillight kit,set,SOURCE,1200,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-013,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B18,COTS PIS display + speaker kit,set,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-014,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B19,COTS CCTV + intercom kit,set,SOURCE,2500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-015,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B20,Paint + 2K urethane topcoat,set,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-016,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B21,Interior FR panels + trim clips,set,SOURCE,5000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-017,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B24,Inter-car energy-guidance trainline and service-loop kit,2,SOURCE,4000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-018,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B25,Door sill gap-filler + external emergency release kit,12,BID,6000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-019,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B27,Single laminated panoramic end-glass assemblies,2,BID,10000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-020,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B28,"Concept livery package: white/silver body, green band, yellow thresholds",set,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-021,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,T14,"COTS packaged roof HVAC unit (20 kW each, per car)",3,BID,12000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-022,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E10,"10.1"" maintenance/service touchscreen",2,SOURCE,300,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-023,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E11,Depot manual-control pendant + keyed enable,2,BID,500,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-024,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E12,Emergency plunger (hardwired),2,SOURCE,40,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-025,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E13,Depot enable key-switch and guarded motion consent,2,SOURCE,100,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-026,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E14,PIS display (exterior + interior),12,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-027,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E15,CCTV camera (forward + door-sill + in-car),20,SOURCE,600,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-028,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,window,Side glazing panel,18,COTS,6000,"Derived from BOM B10: 18 cassettes / 6,000 USD base after Alibaba laminated transport-glass listed-price pass; rail quotes vary with heating, curvature, and certification pack.",yes,"supplier datasheet, fit check, fire/safety evidence where applicable",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-029,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,hvac-roof,Rooftop HVAC unit,3,COTS,12000,"Derived from BOM T14: 3 HVAC units / 12,000 USD base after Alibaba electric bus roof-HVAC listed-price pass; high end covers hot-climate rail-qualified package and pressure-protection options.",yes,"supplier datasheet, fit check, fire/safety evidence where applicable",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-030,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,lighting,Continuous LED ceiling strip,6,COTS,1500,"Derived from BOM B16: 6 ceiling strip runs / 1,500 USD base after Alibaba/AliExpress 24 V bus-light listed-price pass; includes emergency-mode rail wiring allowance.",yes,"supplier datasheet, fit check, fire/safety evidence where applicable",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-031,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,pis-screen,Passenger-information LCD,12,COTS,3000,"Derived from BOM E14: 12 onboard displays / 3,000 USD base after Alibaba bus/metro display listed-price pass; high end covers rail LCD/LED display controller and EMC evidence.",yes,"supplier datasheet, fit check, fire/safety evidence where applicable",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-032,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,seat-bench,Longitudinal bench run,18,COTS,6000,"Derived from BOM B14: 60 seats / 6,000 USD after Alibaba bus/metro seat listed-price pass, represented as 18 multi-seat bench runs per consist.",yes,"supplier datasheet, fit check, fire/safety evidence where applicable",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-033,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,grab-pole,Vertical grab pole,24,COTS,2500,"Derived from BOM B15: 24 primary stanchions / 2,500 USD base after Alibaba bus handrail fittings listed-price pass.",yes,"supplier datasheet, fit check, fire/safety evidence where applicable",required
samawah:SAM-RS-L2-033:rs-40-fitout-static-test:MAT-034,samawah:SAM-RS-L2-033:rs-40-fitout-static-test,samawah,SAM-RS-L2-033,line-2 trainset 033,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_cots_fitout,intercom,Emergency intercom / help-point,6,COTS,1500,BOM B19 includes CCTV + intercom kit; this row assigns a 250 USD planning unit after Alibaba bus CCTV/intercom listed-price pass.,yes,"supplier datasheet, fit check, fire/safety evidence where applicable",required
samawah:SAM-RS-L2-032:rs-50-dynamic-commissioning:MAT-001,samawah:SAM-RS-L2-032:rs-50-dynamic-commissioning,samawah,SAM-RS-L2-032,line-2 trainset 032,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:commissioning-tools,rolling stock:commissioning tools,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-032:rs-50-dynamic-commissioning:MAT-002,samawah:SAM-RS-L2-032:rs-50-dynamic-commissioning,samawah,SAM-RS-L2-032,line-2 trainset 032,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:test-instrumentation,rolling stock:test instrumentation,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L3-001:rs-10-material-kit:MAT-001,samawah:SAM-RS-L3-001:rs-10-material-kit,samawah,SAM-RS-L3-001,line-3 trainset 001,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B1,"S355 RHS tube, underframe + side/roof frame",3.2 t,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L3-001:rs-10-material-kit:MAT-002,samawah:SAM-RS-L3-001:rs-10-material-kit,samawah,SAM-RS-L3-001,line-3 trainset 001,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B2,"S355 folded plate, bolsters/coupler pockets/brackets",2.0 t,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L3-001:rs-10-material-kit:MAT-003,samawah:SAM-RS-L3-001:rs-10-material-kit,samawah,SAM-RS-L3-001,line-3 trainset 001,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B3,"CNC cutting, drilling, fixture consumables",set,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
