qa_uid,city,asset_id,asset_name,asset_type,line,gate_id,domain,stage,hold_point,evidence_required,release_authority,status
basra:BAS-RS-L6-039:qa-15-first-article-trainset,basra,BAS-RS-L6-039,line-6 trainset 039,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-040:qa-15-first-article-trainset,basra,BAS-RS-L6-040,line-6 trainset 040,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-041:qa-15-first-article-trainset,basra,BAS-RS-L6-041,line-6 trainset 041,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-042:qa-15-first-article-trainset,basra,BAS-RS-L6-042,line-6 trainset 042,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-043:qa-15-first-article-trainset,basra,BAS-RS-L6-043,line-6 trainset 043,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-044:qa-15-first-article-trainset,basra,BAS-RS-L6-044,line-6 trainset 044,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-045:qa-15-first-article-trainset,basra,BAS-RS-L6-045,line-6 trainset 045,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-046:qa-15-first-article-trainset,basra,BAS-RS-L6-046,line-6 trainset 046,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-047:qa-15-first-article-trainset,basra,BAS-RS-L6-047,line-6 trainset 047,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-048:qa-15-first-article-trainset,basra,BAS-RS-L6-048,line-6 trainset 048,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-049:qa-15-first-article-trainset,basra,BAS-RS-L6-049,line-6 trainset 049,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-050:qa-15-first-article-trainset,basra,BAS-RS-L6-050,line-6 trainset 050,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-051:qa-15-first-article-trainset,basra,BAS-RS-L6-051,line-6 trainset 051,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-052:qa-15-first-article-trainset,basra,BAS-RS-L6-052,line-6 trainset 052,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-053:qa-15-first-article-trainset,basra,BAS-RS-L6-053,line-6 trainset 053,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-054:qa-15-first-article-trainset,basra,BAS-RS-L6-054,line-6 trainset 054,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-055:qa-15-first-article-trainset,basra,BAS-RS-L6-055,line-6 trainset 055,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-056:qa-15-first-article-trainset,basra,BAS-RS-L6-056,line-6 trainset 056,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-057:qa-15-first-article-trainset,basra,BAS-RS-L6-057,line-6 trainset 057,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-058:qa-15-first-article-trainset,basra,BAS-RS-L6-058,line-6 trainset 058,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-059:qa-15-first-article-trainset,basra,BAS-RS-L6-059,line-6 trainset 059,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-060:qa-15-first-article-trainset,basra,BAS-RS-L6-060,line-6 trainset 060,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-061:qa-15-first-article-trainset,basra,BAS-RS-L6-061,line-6 trainset 061,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-062:qa-15-first-article-trainset,basra,BAS-RS-L6-062,line-6 trainset 062,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-063:qa-15-first-article-trainset,basra,BAS-RS-L6-063,line-6 trainset 063,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-064:qa-15-first-article-trainset,basra,BAS-RS-L6-064,line-6 trainset 064,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-065:qa-15-first-article-trainset,basra,BAS-RS-L6-065,line-6 trainset 065,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-066:qa-15-first-article-trainset,basra,BAS-RS-L6-066,line-6 trainset 066,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-067:qa-15-first-article-trainset,basra,BAS-RS-L6-067,line-6 trainset 067,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-068:qa-15-first-article-trainset,basra,BAS-RS-L6-068,line-6 trainset 068,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-069:qa-15-first-article-trainset,basra,BAS-RS-L6-069,line-6 trainset 069,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-070:qa-15-first-article-trainset,basra,BAS-RS-L6-070,line-6 trainset 070,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L6-071:qa-15-first-article-trainset,basra,BAS-RS-L6-071,line-6 trainset 071,rolling-stock,line-6,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-001:qa-15-first-article-trainset,basra,BAS-RS-L7-001,line-7 trainset 001,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-002:qa-15-first-article-trainset,basra,BAS-RS-L7-002,line-7 trainset 002,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-003:qa-15-first-article-trainset,basra,BAS-RS-L7-003,line-7 trainset 003,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-004:qa-15-first-article-trainset,basra,BAS-RS-L7-004,line-7 trainset 004,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-005:qa-15-first-article-trainset,basra,BAS-RS-L7-005,line-7 trainset 005,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-006:qa-15-first-article-trainset,basra,BAS-RS-L7-006,line-7 trainset 006,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-007:qa-15-first-article-trainset,basra,BAS-RS-L7-007,line-7 trainset 007,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-008:qa-15-first-article-trainset,basra,BAS-RS-L7-008,line-7 trainset 008,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-009:qa-15-first-article-trainset,basra,BAS-RS-L7-009,line-7 trainset 009,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-010:qa-15-first-article-trainset,basra,BAS-RS-L7-010,line-7 trainset 010,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-011:qa-15-first-article-trainset,basra,BAS-RS-L7-011,line-7 trainset 011,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-012:qa-15-first-article-trainset,basra,BAS-RS-L7-012,line-7 trainset 012,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-013:qa-15-first-article-trainset,basra,BAS-RS-L7-013,line-7 trainset 013,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-014:qa-15-first-article-trainset,basra,BAS-RS-L7-014,line-7 trainset 014,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-015:qa-15-first-article-trainset,basra,BAS-RS-L7-015,line-7 trainset 015,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-016:qa-15-first-article-trainset,basra,BAS-RS-L7-016,line-7 trainset 016,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-017:qa-15-first-article-trainset,basra,BAS-RS-L7-017,line-7 trainset 017,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-018:qa-15-first-article-trainset,basra,BAS-RS-L7-018,line-7 trainset 018,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-019:qa-15-first-article-trainset,basra,BAS-RS-L7-019,line-7 trainset 019,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-020:qa-15-first-article-trainset,basra,BAS-RS-L7-020,line-7 trainset 020,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-021:qa-15-first-article-trainset,basra,BAS-RS-L7-021,line-7 trainset 021,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-022:qa-15-first-article-trainset,basra,BAS-RS-L7-022,line-7 trainset 022,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-023:qa-15-first-article-trainset,basra,BAS-RS-L7-023,line-7 trainset 023,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-024:qa-15-first-article-trainset,basra,BAS-RS-L7-024,line-7 trainset 024,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-025:qa-15-first-article-trainset,basra,BAS-RS-L7-025,line-7 trainset 025,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-026:qa-15-first-article-trainset,basra,BAS-RS-L7-026,line-7 trainset 026,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-027:qa-15-first-article-trainset,basra,BAS-RS-L7-027,line-7 trainset 027,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-028:qa-15-first-article-trainset,basra,BAS-RS-L7-028,line-7 trainset 028,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-029:qa-15-first-article-trainset,basra,BAS-RS-L7-029,line-7 trainset 029,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-030:qa-15-first-article-trainset,basra,BAS-RS-L7-030,line-7 trainset 030,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-031:qa-15-first-article-trainset,basra,BAS-RS-L7-031,line-7 trainset 031,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-032:qa-15-first-article-trainset,basra,BAS-RS-L7-032,line-7 trainset 032,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-033:qa-15-first-article-trainset,basra,BAS-RS-L7-033,line-7 trainset 033,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-034:qa-15-first-article-trainset,basra,BAS-RS-L7-034,line-7 trainset 034,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-035:qa-15-first-article-trainset,basra,BAS-RS-L7-035,line-7 trainset 035,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-036:qa-15-first-article-trainset,basra,BAS-RS-L7-036,line-7 trainset 036,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-037:qa-15-first-article-trainset,basra,BAS-RS-L7-037,line-7 trainset 037,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
basra:BAS-RS-L7-038:qa-15-first-article-trainset,basra,BAS-RS-L7-038,line-7 trainset 038,rolling-stock,line-7,qa-15-first-article-trainset,rolling-stock,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,planned
