qa_uid,city,asset_id,asset_name,asset_type,line,gate_id,domain,stage,hold_point,evidence_required,release_authority,status
samawah:SAM-TRK-L2-005:qa-20-survey-geotech,samawah,SAM-TRK-L2-005,line-2 section 005,track-section,line-2,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L2-006:qa-20-survey-geotech,samawah,SAM-TRK-L2-006,line-2 section 006,track-section,line-2,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L2-007:qa-20-survey-geotech,samawah,SAM-TRK-L2-007,line-2 section 007,track-section,line-2,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L2-008:qa-20-survey-geotech,samawah,SAM-TRK-L2-008,line-2 section 008,track-section,line-2,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L3-001:qa-20-survey-geotech,samawah,SAM-TRK-L3-001,line-3 section 001,track-section,line-3,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L3-002:qa-20-survey-geotech,samawah,SAM-TRK-L3-002,line-3 section 002,track-section,line-3,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L3-003:qa-20-survey-geotech,samawah,SAM-TRK-L3-003,line-3 section 003,track-section,line-3,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L3-004:qa-20-survey-geotech,samawah,SAM-TRK-L3-004,line-3 section 004,track-section,line-3,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L3-005:qa-20-survey-geotech,samawah,SAM-TRK-L3-005,line-3 section 005,track-section,line-3,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L3-006:qa-20-survey-geotech,samawah,SAM-TRK-L3-006,line-3 section 006,track-section,line-3,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L3-007:qa-20-survey-geotech,samawah,SAM-TRK-L3-007,line-3 section 007,track-section,line-3,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L3-008:qa-20-survey-geotech,samawah,SAM-TRK-L3-008,line-3 section 008,track-section,line-3,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-DEP-001:qa-20-survey-geotech,samawah,SAM-DEP-001,main-heavy at line-1-0985-0109-s025566,depot,line-1,qa-20-survey-geotech,infrastructure,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,planned
samawah:SAM-TRK-L1-001:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-001,line-1 section 001,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-002:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-002,line-1 section 002,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-003:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-003,line-1 section 003,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-004:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-004,line-1 section 004,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-005:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-005,line-1 section 005,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-006:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-006,line-1 section 006,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-007:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-007,line-1 section 007,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-008:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-008,line-1 section 008,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-009:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-009,line-1 section 009,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-010:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-010,line-1 section 010,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-011:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-011,line-1 section 011,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-012:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-012,line-1 section 012,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-013:qa-21-earthworks-drainage,samawah,SAM-TRK-L1-013,line-1 section 013,track-section,line-1,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L2-001:qa-21-earthworks-drainage,samawah,SAM-TRK-L2-001,line-2 section 001,track-section,line-2,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L2-002:qa-21-earthworks-drainage,samawah,SAM-TRK-L2-002,line-2 section 002,track-section,line-2,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L2-003:qa-21-earthworks-drainage,samawah,SAM-TRK-L2-003,line-2 section 003,track-section,line-2,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L2-004:qa-21-earthworks-drainage,samawah,SAM-TRK-L2-004,line-2 section 004,track-section,line-2,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L2-005:qa-21-earthworks-drainage,samawah,SAM-TRK-L2-005,line-2 section 005,track-section,line-2,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L2-006:qa-21-earthworks-drainage,samawah,SAM-TRK-L2-006,line-2 section 006,track-section,line-2,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L2-007:qa-21-earthworks-drainage,samawah,SAM-TRK-L2-007,line-2 section 007,track-section,line-2,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L2-008:qa-21-earthworks-drainage,samawah,SAM-TRK-L2-008,line-2 section 008,track-section,line-2,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L3-001:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-001,line-3 section 001,track-section,line-3,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L3-002:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-002,line-3 section 002,track-section,line-3,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L3-003:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-003,line-3 section 003,track-section,line-3,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L3-004:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-004,line-3 section 004,track-section,line-3,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L3-005:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-005,line-3 section 005,track-section,line-3,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L3-006:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-006,line-3 section 006,track-section,line-3,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L3-007:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-007,line-3 section 007,track-section,line-3,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L3-008:qa-21-earthworks-drainage,samawah,SAM-TRK-L3-008,line-3 section 008,track-section,line-3,qa-21-earthworks-drainage,infrastructure,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,planned
samawah:SAM-TRK-L1-001:qa-22-trackform-rail,samawah,SAM-TRK-L1-001,line-1 section 001,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-002:qa-22-trackform-rail,samawah,SAM-TRK-L1-002,line-1 section 002,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-003:qa-22-trackform-rail,samawah,SAM-TRK-L1-003,line-1 section 003,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-004:qa-22-trackform-rail,samawah,SAM-TRK-L1-004,line-1 section 004,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-005:qa-22-trackform-rail,samawah,SAM-TRK-L1-005,line-1 section 005,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-006:qa-22-trackform-rail,samawah,SAM-TRK-L1-006,line-1 section 006,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-007:qa-22-trackform-rail,samawah,SAM-TRK-L1-007,line-1 section 007,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-008:qa-22-trackform-rail,samawah,SAM-TRK-L1-008,line-1 section 008,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-009:qa-22-trackform-rail,samawah,SAM-TRK-L1-009,line-1 section 009,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-010:qa-22-trackform-rail,samawah,SAM-TRK-L1-010,line-1 section 010,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-011:qa-22-trackform-rail,samawah,SAM-TRK-L1-011,line-1 section 011,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-012:qa-22-trackform-rail,samawah,SAM-TRK-L1-012,line-1 section 012,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L1-013:qa-22-trackform-rail,samawah,SAM-TRK-L1-013,line-1 section 013,track-section,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L2-001:qa-22-trackform-rail,samawah,SAM-TRK-L2-001,line-2 section 001,track-section,line-2,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L2-002:qa-22-trackform-rail,samawah,SAM-TRK-L2-002,line-2 section 002,track-section,line-2,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L2-003:qa-22-trackform-rail,samawah,SAM-TRK-L2-003,line-2 section 003,track-section,line-2,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L2-004:qa-22-trackform-rail,samawah,SAM-TRK-L2-004,line-2 section 004,track-section,line-2,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L2-005:qa-22-trackform-rail,samawah,SAM-TRK-L2-005,line-2 section 005,track-section,line-2,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L2-006:qa-22-trackform-rail,samawah,SAM-TRK-L2-006,line-2 section 006,track-section,line-2,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L2-007:qa-22-trackform-rail,samawah,SAM-TRK-L2-007,line-2 section 007,track-section,line-2,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L2-008:qa-22-trackform-rail,samawah,SAM-TRK-L2-008,line-2 section 008,track-section,line-2,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L3-001:qa-22-trackform-rail,samawah,SAM-TRK-L3-001,line-3 section 001,track-section,line-3,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L3-002:qa-22-trackform-rail,samawah,SAM-TRK-L3-002,line-3 section 002,track-section,line-3,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L3-003:qa-22-trackform-rail,samawah,SAM-TRK-L3-003,line-3 section 003,track-section,line-3,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L3-004:qa-22-trackform-rail,samawah,SAM-TRK-L3-004,line-3 section 004,track-section,line-3,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L3-005:qa-22-trackform-rail,samawah,SAM-TRK-L3-005,line-3 section 005,track-section,line-3,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L3-006:qa-22-trackform-rail,samawah,SAM-TRK-L3-006,line-3 section 006,track-section,line-3,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L3-007:qa-22-trackform-rail,samawah,SAM-TRK-L3-007,line-3 section 007,track-section,line-3,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-TRK-L3-008:qa-22-trackform-rail,samawah,SAM-TRK-L3-008,line-3 section 008,track-section,line-3,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-001:qa-22-trackform-rail,samawah,SAM-SW-001,sw-line-1-0147-0558-s000000-tb,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-002:qa-22-trackform-rail,samawah,SAM-SW-002,sw-line-1-0985-0109-s025566-tb,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-003:qa-22-trackform-rail,samawah,SAM-SW-003,sw-line-1-0985-0109-s025566-yd-01,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-004:qa-22-trackform-rail,samawah,SAM-SW-004,sw-line-1-0985-0109-s025566-yd-02,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-005:qa-22-trackform-rail,samawah,SAM-SW-005,sw-line-1-0985-0109-s025566-yd-03,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-006:qa-22-trackform-rail,samawah,SAM-SW-006,sw-line-1-0985-0109-s025566-yd-04,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-007:qa-22-trackform-rail,samawah,SAM-SW-007,sw-line-1-0985-0109-s025566-yd-05,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-008:qa-22-trackform-rail,samawah,SAM-SW-008,sw-line-1-0985-0109-s025566-yd-06,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-009:qa-22-trackform-rail,samawah,SAM-SW-009,sw-line-1-0985-0109-s025566-yd-07,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-010:qa-22-trackform-rail,samawah,SAM-SW-010,sw-line-1-0985-0109-s025566-yd-08,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
samawah:SAM-SW-011:qa-22-trackform-rail,samawah,SAM-SW-011,sw-line-1-0985-0109-s025566-yd-09,switch,line-1,qa-22-trackform-rail,infrastructure,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,planned
