task_uid,city,asset_id,asset_name,asset_type,line,task_id,cadence,trigger,scope,evidence_required,owner,next_due_basis,status,severity
mosul:MOS-SIG-087:systems-daily,mosul,MOS-SIG-087,station systems node line-6-0635-1110-s011055,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-088:systems-daily,mosul,MOS-SIG-088,station systems node line-6-0643-1117-s011273,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-089:systems-daily,mosul,MOS-SIG-089,station systems node line-6-0714-1161-s013057,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-090:systems-daily,mosul,MOS-SIG-090,station systems node line-6-0730-1239-s015063,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-091:systems-daily,mosul,MOS-SIG-091,station systems node line-6-0780-1230-s017086,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-092:systems-daily,mosul,MOS-SIG-092,station systems node line-6-0827-1249-s018588,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-093:systems-daily,mosul,MOS-SIG-093,station systems node line-6-0899-1254-s020086,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-094:systems-daily,mosul,MOS-SIG-094,station systems node line-6-0977-1225-s022097,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-095:systems-daily,mosul,MOS-SIG-095,station systems node line-6-0991-1201-s022799,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-096:systems-daily,mosul,MOS-SIG-096,station systems node line-6-1042-1170-s024099,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-097:systems-daily,mosul,MOS-SIG-097,station systems node line-6-1177-1190-s027116,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-098:systems-daily,mosul,MOS-SIG-098,station systems node line-6-1158-1124-s029773,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-099:systems-daily,mosul,MOS-SIG-099,station systems node line-6-1140-1113-s030351,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-100:systems-daily,mosul,MOS-SIG-100,station systems node line-6-1122-1049-s031792,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-101:systems-daily,mosul,MOS-SIG-101,station systems node line-6-1102-0957-s033798,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-102:systems-daily,mosul,MOS-SIG-102,station systems node line-6-1090-0900-s035037,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-103:systems-daily,mosul,MOS-SIG-103,station systems node line-6-1080-0869-s035740,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-104:systems-daily,mosul,MOS-SIG-104,station systems node line-6-1065-0776-s037819,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-105:systems-daily,mosul,MOS-SIG-105,station systems node line-6-1105-0701-s039833,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-106:systems-daily,mosul,MOS-SIG-106,station systems node line-6-1100-0681-s040274,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-107:systems-daily,mosul,MOS-SIG-107,station systems node line-6-1060-0622-s041835,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-108:systems-daily,mosul,MOS-SIG-108,station systems node line-6-1046-0527-s043851,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-109:systems-daily,mosul,MOS-SIG-109,station systems node line-6-1046-0427-s045851,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-110:systems-daily,mosul,MOS-SIG-110,station systems node line-6-0981-0462-s047852,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-111:systems-daily,mosul,MOS-SIG-111,station systems node line-6-0927-0499-s049867,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-112:systems-daily,mosul,MOS-SIG-112,station systems node line-6-0866-0513-s051302,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-113:systems-daily,mosul,MOS-SIG-113,station systems node line-6-0846-0533-s051868,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-114:systems-daily,mosul,MOS-SIG-114,station systems node line-6-0794-0584-s053330,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-115:systems-daily,mosul,MOS-SIG-115,station systems node line-6-0773-0597-s053870,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-116:systems-daily,mosul,MOS-SIG-116,station systems node line-6-0716-0670-s055872,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-117:systems-daily,mosul,MOS-SIG-117,station systems node line-6-0640-0729-s057881,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-118:systems-daily,mosul,MOS-SIG-118,station systems node line-6-0615-0743-s058509,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-119:systems-daily,mosul,MOS-SIG-119,station systems node line-6-0579-0751-s059311,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-120:systems-daily,mosul,MOS-SIG-120,station systems node line-6-0562-0768-s059898,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-SIG-121:systems-daily,mosul,MOS-SIG-121,station systems node line-6-0476-0743-s061919,signalling-comms,line-6,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-001:systems-daily,mosul,MOS-WPT-L1-001,line-1 waypoint 001,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-002:systems-daily,mosul,MOS-WPT-L1-002,line-1 waypoint 002,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-003:systems-daily,mosul,MOS-WPT-L1-003,line-1 waypoint 003,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-004:systems-daily,mosul,MOS-WPT-L1-004,line-1 waypoint 004,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-005:systems-daily,mosul,MOS-WPT-L1-005,line-1 waypoint 005,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-006:systems-daily,mosul,MOS-WPT-L1-006,line-1 waypoint 006,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-007:systems-daily,mosul,MOS-WPT-L1-007,line-1 waypoint 007,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-008:systems-daily,mosul,MOS-WPT-L1-008,line-1 waypoint 008,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-009:systems-daily,mosul,MOS-WPT-L1-009,line-1 waypoint 009,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-010:systems-daily,mosul,MOS-WPT-L1-010,line-1 waypoint 010,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-011:systems-daily,mosul,MOS-WPT-L1-011,line-1 waypoint 011,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-012:systems-daily,mosul,MOS-WPT-L1-012,line-1 waypoint 012,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-013:systems-daily,mosul,MOS-WPT-L1-013,line-1 waypoint 013,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-014:systems-daily,mosul,MOS-WPT-L1-014,line-1 waypoint 014,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-015:systems-daily,mosul,MOS-WPT-L1-015,line-1 waypoint 015,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-016:systems-daily,mosul,MOS-WPT-L1-016,line-1 waypoint 016,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-017:systems-daily,mosul,MOS-WPT-L1-017,line-1 waypoint 017,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L1-018:systems-daily,mosul,MOS-WPT-L1-018,line-1 waypoint 018,waypoint,line-1,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-001:systems-daily,mosul,MOS-WPT-L2-001,line-2 waypoint 001,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-002:systems-daily,mosul,MOS-WPT-L2-002,line-2 waypoint 002,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-003:systems-daily,mosul,MOS-WPT-L2-003,line-2 waypoint 003,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-004:systems-daily,mosul,MOS-WPT-L2-004,line-2 waypoint 004,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-005:systems-daily,mosul,MOS-WPT-L2-005,line-2 waypoint 005,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-006:systems-daily,mosul,MOS-WPT-L2-006,line-2 waypoint 006,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-007:systems-daily,mosul,MOS-WPT-L2-007,line-2 waypoint 007,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-008:systems-daily,mosul,MOS-WPT-L2-008,line-2 waypoint 008,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-009:systems-daily,mosul,MOS-WPT-L2-009,line-2 waypoint 009,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-010:systems-daily,mosul,MOS-WPT-L2-010,line-2 waypoint 010,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-011:systems-daily,mosul,MOS-WPT-L2-011,line-2 waypoint 011,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-012:systems-daily,mosul,MOS-WPT-L2-012,line-2 waypoint 012,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-013:systems-daily,mosul,MOS-WPT-L2-013,line-2 waypoint 013,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-014:systems-daily,mosul,MOS-WPT-L2-014,line-2 waypoint 014,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-015:systems-daily,mosul,MOS-WPT-L2-015,line-2 waypoint 015,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L2-016:systems-daily,mosul,MOS-WPT-L2-016,line-2 waypoint 016,waypoint,line-2,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-001:systems-daily,mosul,MOS-WPT-L3-001,line-3 waypoint 001,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-002:systems-daily,mosul,MOS-WPT-L3-002,line-3 waypoint 002,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-003:systems-daily,mosul,MOS-WPT-L3-003,line-3 waypoint 003,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-004:systems-daily,mosul,MOS-WPT-L3-004,line-3 waypoint 004,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-005:systems-daily,mosul,MOS-WPT-L3-005,line-3 waypoint 005,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-006:systems-daily,mosul,MOS-WPT-L3-006,line-3 waypoint 006,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-007:systems-daily,mosul,MOS-WPT-L3-007,line-3 waypoint 007,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-008:systems-daily,mosul,MOS-WPT-L3-008,line-3 waypoint 008,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-009:systems-daily,mosul,MOS-WPT-L3-009,line-3 waypoint 009,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-010:systems-daily,mosul,MOS-WPT-L3-010,line-3 waypoint 010,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-011:systems-daily,mosul,MOS-WPT-L3-011,line-3 waypoint 011,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-012:systems-daily,mosul,MOS-WPT-L3-012,line-3 waypoint 012,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L3-013:systems-daily,mosul,MOS-WPT-L3-013,line-3 waypoint 013,waypoint,line-3,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L4-001:systems-daily,mosul,MOS-WPT-L4-001,line-4 waypoint 001,waypoint,line-4,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L4-002:systems-daily,mosul,MOS-WPT-L4-002,line-4 waypoint 002,waypoint,line-4,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L4-003:systems-daily,mosul,MOS-WPT-L4-003,line-4 waypoint 003,waypoint,line-4,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L4-004:systems-daily,mosul,MOS-WPT-L4-004,line-4 waypoint 004,waypoint,line-4,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
mosul:MOS-WPT-L4-005:systems-daily,mosul,MOS-WPT-L4-005,line-4 waypoint 005,waypoint,line-4,systems-daily,daily remote,calendar / telemetry,"health dashboard, radio coverage alarms, time sync, message-authentication failures, CCTV/fare/PIS fault queue",daily systems health report,systems operations,opening_date + 1 day,scheduled,condition-sensitive
